date,newcases,newcases100k,totalcases,prevalence,incidence,incidence7d,deathrate
2020-01-23,92,0.006605873483162,0.04588209951892,0.042435556832053,0.006605873483162,,0.028169014084507
2020-01-24,277,0.01988942342213,0.06577152294105,0.06131973863718,0.01988942342213,,0.028384279475983
2020-01-25,483,0.034680835786602,0.100452358727651,0.094636317943563,0.034680835786602,,0.030021443888492
2020-01-26,663,0.047605370862354,0.148057729590005,0.140518417462483,0.047605370862354,,0.027158098933075
2020-01-27,801,0.057514181087097,0.205571910677102,0.195519494507073,0.057514181087097,,0.028641285365002
2020-01-28,2631,0.18891362102391,0.394485531701012,0.377827242047821,0.18891362102391,,0.023844193665817
2020-01-29,576,0.041358512242407,0.435844043943419,0.417677891864723,0.041358512242407,0.059201550944209,0.021911037891269
2020-01-30,2054,0.14748330580886,0.58332734975228,0.561355640123501,0.14748330580886,0.05665254541538,0.021048744460857
2020-01-31,1659,0.119121131614849,0.702448481367129,0.671788612048539,0.119121131614849,0.07677789289048,0.021772462434836
2020-02-01,2088,0.149924606878725,0.852373088245853,0.814030300854455,0.149924606878725,0.090953851203726,0.021817875494904
2020-02-02,4736,0.340058878437567,1.19243196668342,1.13326631722553,0.340058878437567,0.107417247074029,0.021737821400614
2020-02-03,3086,0.221583973576506,1.41401594025993,1.33941265168378,0.221583973576506,0.149196319584774,0.021581272533388
2020-02-04,3987,0.28627845192791,1.70029439218784,1.60458102965463,0.28627845192791,0.172634861368975,0.020692567567568
2020-02-05,3729,0.267753284985998,1.96804767717383,1.84763409205141,0.267753284985998,0.186544122926689,0.020504213944325
2020-02-06,3144,0.225748545989804,2.19379622316364,2.04243555683205,0.225748545989804,0.218886233318631,0.020685366412464
2020-02-07,3522,0.252890069648883,2.44668629281252,2.25174122208659,0.252890069648883,0.230066981915908,0.021041819515774
2020-02-08,2703,0.194083435054211,2.64076972786673,2.39671142385295,0.194083435054211,0.249176830206485,0.021860895100332
2020-02-09,3012,0.216270553600919,2.85704028146765,2.56106842823293,0.216270553600919,0.255485234231554,0.02271927620005
2020-02-10,2516,0.180656279169958,3.03769656063761,2.68385151145257,0.180656279169958,0.237801187826319,0.023897319529145
2020-02-11,2021,0.145113807711639,3.18281036834925,2.77023048754218,0.145113807711639,0.231954374339669,0.025063730908927
2020-02-12,372,0.026710705823221,3.20952107417247,2.76470165864867,0.026710705823221,0.211787996594488,0.024967001498915
2020-02-13,15133,1.08659438500754,4.29611545918001,3.75177712357292,1.08659438500754,0.177353342428377,0.022864019253911
2020-02-14,6460,0.463847203274216,4.75996266245423,4.07833704315359,0.463847203274216,0.30033131943091,0.022928860194292
2020-02-15,2055,0.147555108781504,4.90751777123573,4.12084440295828,0.147555108781504,0.330468052805958,0.024317087801952
2020-02-16,2099,0.150714439577799,5.05823221081353,4.15976161413083,0.150714439577799,0.323821149052714,0.025054651790024
2020-02-17,1918,0.137718101529403,5.19595031234293,4.16787535003949,0.137718101529403,0.314455989906554,0.025744845503289
2020-02-18,1775,0.127450276441445,5.32340058878438,4.16012062899404,0.127450276441445,0.308321964529331,0.02700333157987
2020-02-19,407,0.029223809865729,5.3526243986501,4.05543189488045,0.029223809865729,0.305798602919304,0.028358329085397
2020-02-20,453,0.03252674660731,5.38515114525741,3.93200258490702,0.03252674660731,0.306157617782519,0.029813730849745
2020-02-21,473,0.033962806060171,5.41911395131758,3.91634953687083,0.033962806060171,0.155576526582486,0.029626881492474
2020-02-22,1450,0.104114310332448,5.52322826165003,3.71896316507503,0.104114310332448,0.094164469837623,0.03173344426822
2020-02-23,16,0.001148847562289,5.52437710921232,3.68528757090544,0.001148847562289,0.087958641487758,0.03175283994905
2020-02-24,214,0.015365836145617,5.53974294535794,3.55920155094421,0.015365836145617,0.066592128342685,0.033608979676483
2020-02-25,508,0.036475910102678,5.57621885546062,3.39965534573131,0.036475910102678,0.049113233287858,0.034290497038372
2020-02-26,405,0.029080203920442,5.60529905938106,3.25245925181302,0.029080203920442,0.036116895239463,0.034778710049318
2020-02-27,433,0.031090687154448,5.63638974653551,3.0771881955913,0.031090687154448,0.036096380104422,0.034956304619226
2020-02-28,326,0.02340776908164,5.65979751561715,2.85380914769871,0.02340776908164,0.035891228754013,0.035369938089922
2020-02-29,427,0.03065986931859,5.69045738493574,2.66654699504559,0.03065986931859,0.034383366328509,0.035772419275467
2020-03-01,575,0.041286709269764,5.7317440942055,2.50147196093918,0.041286709269764,0.023889874755101,0.035953198206098
2020-03-02,200,0.014360594528614,5.74610468873411,2.31952322826165,0.014360594528614,0.029623854999026,0.036388173843501
2020-03-03,125,0.008975371580383,5.7550800603145,2.13987219070869,0.008975371580383,0.029480249053739,0.036743147309453
2020-03-04,120,0.008616356717168,5.76369641703167,1.96273425719825,0.008616356717168,0.025551600693412,0.037136699430679
2020-03-05,151,0.010842248869103,5.77453866590077,1.80720901845336,0.010842248869103,0.022628193950087,0.037464872796001
2020-03-06,151,0.010842248869103,5.78538091476987,1.69763768220004,0.010842248869103,0.019735559909323,0.03775458280069
2020-03-07,79,0.005672434838802,5.79105334960867,1.58713290730236,0.005672434838802,0.017940485593247,0.038064772107325
2020-03-08,47,0.003374739714224,5.7944280893229,1.45630789114669,0.003374739714224,0.014370852096134,0.038377179395036
2020-03-09,36,0.00258490701515,5.79701299633805,1.35564012350111,0.00258490701515,0.008954856445343,0.038644949526228
2020-03-10,22,0.001579665398147,5.7985926617362,1.25762906584333,0.001579665398147,0.007272615371991,0.038832547023788
